GUID,ID,Categoria,Famiglia e Tipo,Stato
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc629,837161,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc64d,837197,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc697,837271,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc78b,837515,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc89d,837789,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000ccbbe,838590,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cccb5,838837,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cccc8,838856,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cccf3,838899,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000ccd96,839062,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000ccdc1,839105,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cce4b,839243,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000ccea1,839329,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
