Categoria,Nome Elemento,ID Elemento,Verifica,Offset Rilevato,Stato
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871209,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871243,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871263,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871273,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871283,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871303,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871323,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871364,Oggetto conforme.,-0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871384,Oggetto conforme.,-0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871439,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871459,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871469,Oggetto conforme.,0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871479,Oggetto conforme.,-0.0,1
Apparecchi elettrici,SGS_EF_Sockets_RecessedBox503,4871499,Oggetto conforme.,-0.0,1
Dispositivi allarme incendio,SGS_Rivelatori_Ottici,4873985,Oggetto conforme.,3.7000000000000002,1
